Pos, Facility ID, Facility Name, Lat, Lng, Points
273, 11E9F686BB81B48281807B23EA662A63,Aréna Jacques Laperrière,48.2369353,-79.0231213,11
274, 11E9F686BB978B4A81807B23EA662A63,Capital News Centre CNC1,49.835772,-119.4798497,11
275, 11E9F686BB97DD7081807B23EA662A63,Cariboo Memorial Complex,52.132058,-122.139741,11
276, 11E9F686BBF331F281807B23EA662A63,Shelburne County Arena,43.7638726,-65.3153307,11
277, 11eeb5bdf881da10ce34ca370f994031,Ridgetown Arena,42.5323,-81.7991,11
278, 11eeb6d9a0fc93d0778a77f261537ce9,Port Stanley Arena & Community Centre,42.6652,-81.2018,11
279, 11eeb6fbeb43a6f02d9b2cb562e6ef69,Little Britain Arena,44.438,-78.6828,11
280, 11eeb79da18fac00a83b5e7884ca78f2,G3 Iceplex,50.3599,-108.5139,11
281, 11eebab6670af690503a2c313e47b644,New Tecumseth Recreation Centre,44.1513,-79.8744,11
282, 11eebae0390fc7000910b25d091dd475,Reeves Community Complex,43.1127,-80.7368,11
283, 11eebbc1ae5851d0d92faee11d9dff2c,Ma-te-way Park,45.4779,-76.6731,11
284, 11eebef04a07aeb0c3f2fb5b4afd8ade,Centre Sportif d'Opitciwan,48.8854,-72.4433,11
285, 11eec796f7a680102cb3ee1e2811e8dd,Centre sportif Mégantic,45.5946,-70.9176,11
286, 11efd1e9ca56b5401a3b6b476bdfa63d,Aréna Pierre-Creamer,45.5364,-73.7267,11
287, 11efdb3befab296039d338332e3d2ea8,Arena Des Iles,47.792,-64.652,11
288, 11efdc57bd98d4f0c6252f27268b8a89,SEAPARC Recreation Centre,48.4583276,-123.7569548,11
289, 11E9F686BB7540F881807B23EA662A63,Callingwood,53.50623,-113.623122,10
290, 11E9F686BB765F9C81807B23EA662A63,Adie Knox Herman Arena,42.3076712,-83.0536365,10
291, 11E9F686BB7E4C7A81807B23EA662A63,Aréna de Repentigny,45.7424408,-73.4522648,10
292, 11E9F686BB813C2881807B23EA662A63,Aréna Guy Carboneau,50.2121998,-66.3763773,10
293, 11E9F686BB827B4281807B23EA662A63,Aréna Joé Juneau,46.7515689,-71.69604989999999,10
294, 11E9F686BB8281DC81807B23EA662A63,Aréna Kevin Lowe & Pierre Pagé,45.6554576,-74.3521704,10
295, 11E9F686BB838BEA81807B23EA662A63,Arena mario vollant,50.2313934,-66.2178405,10
296, 11E9F686BB8761AC81807B23EA662A63,Art Hauser Centre,53.1844697,-105.7343852,10
297, 11E9F686BB878A7E81807B23EA662A63,Arthur Arena,43.835371,-80.5216184,10
298, 11E9F686BB881AD481807B23EA662A63,Atlas Tube Centre,42.28333569999999,-82.75786110000001,10
299, 11E9F686BB88B49E81807B23EA662A63,A`nowara`ko:wa Arena,45.0068827,-74.7302485,10
300, 11E9F686BB8AF2FE81807B23EA662A63,Beckwith Recreation Complex,45.1182861,-76.0858553,10
301, 11E9F686BB8F9D2C81807B23EA662A63,Bobby Orr Community Centre,45.3460054,-80.0313699,10
302, 11E9F686BB9232C681807B23EA662A63,Brian Orser Arena Twin Lakes Arena,44.597798,-79.402847,10
303, 11E9F686BB9360F681807B23EA662A63,Bruce II Sports Centre,47.58287,-59.1636373,10
304, 11E9F686BB971A4881807B23EA662A63,Canora Civic Center,51.6317023,-102.4395007,10
305, 11E9F686BB97F12081807B23EA662A63,Carleton Place Arena,45.1424411,-76.1385349,10
306, 11E9F686BB9CC32681807B23EA662A63,Centre récréatif de Blanc-Sablon,51.4213088,-57.20287669999999,10
307, 11E9F686BBAB8DC081807B23EA662A63,Dan K. Stevens Memorial Arena,45.943389,-60.617357,10
308, 11E9F686BBB11B1E81807B23EA662A63,east Selkirk Recreation Centre,50.1307617,-96.8227793,10
309, 11E9F686BBB1B17881807B23EA662A63,Eatonia Memorial Arena,51.2215985,-109.3935688,10
310, 11E9F686BBB77AFE81807B23EA662A63,Frank Lacroix Arena,56.6941527,-111.3599824,10
311, 11E9F686BBB7A95C81807B23EA662A63,Fraser Lake Recreation Complex,54.0565658,-124.8403234,10
312, 11E9F686BBBA0FC681807B23EA662A63,Glanbrook Arena,43.1299662,-79.8386732,10
313, 11E9F686BBBBB70E81807B23EA662A63,Gravelbourg Rink,49.8758624,-106.5492866,10
314, 11E9F686BBBECAFC81807B23EA662A63,Harvey Memorial Community Centre,45.733528,-67.0019686,10
315, 11E9F686BBC3F31A81807B23EA662A63,Inch Arran Ice Palace,48.0592897,-66.3543962,10
316, 11E9F686BBC7EE5281807B23EA662A63,Kal Tire Place,50.2754189,-119.2773593,10
317, 11E9F686BBD0A7AE81807B23EA662A63,Luther Vipond Brooklin Memorial Arena,43.9542125,-78.9558305,10
318, 11E9F686BBD8AF3081807B23EA662A63,Mooretown Sports Complex,42.8417276,-82.4616432,10
319, 11E9F686BBD975C881807B23EA662A63,Mount Forest & District Sports Complex,43.9737759,-80.7461127,10
320, 11E9F686BBE3543A81807B23EA662A63,Parkdale Arena,43.2363791,-79.7942137,10
321, 11E9F686BBEE43F481807B23EA662A63,Rolling Mix Concrete Arena,53.9122844,-122.7469861,10
322, 11E9F686BBEEF29081807B23EA662A63,Rothesay Arena,45.3951714,-65.9886406,10
323, 11E9F686BBF0791281807B23EA662A63,Sandman Centre,50.678547,-120.333094,10
324, 11E9F686BBF928FA81807B23EA662A63,Spryfield Lions Rink,44.6079097,-63.6082676,10
325, 11E9F686BBFCA21E81807B23EA662A63,Stephenville Dome,48.5602371,-58.5570686,10
326, 11E9F686BBFDEFB681807B23EA662A63,Stroud Arena,44.3240486,-79.61832419999996,10
327, 11E9F686BC000D6481807B23EA662A63,Talbot Gardens Arena,42.8368955,-80.3079165,10
328, 11E9F686BC14896A81807B23EA662A63,Whitney Pier Rink,46.162682,-60.181732,10
329, 11eca2871cb1ecf05869f12567570fe3,Napoleon Merasty Memorial Arena,54.663,-102.0822,10
330, 11eeb281e23b0c70ddde01d6d39fdcba,Pilot butte arena,51.3669,-105.9973,10
331, 11eeb281e940fde0588ac5c6c7306bcd,Mike Austin,49.4536,-54.1045,10
332, 11eeb285b01f747012d07907b97c4387,Omniplex,53.8486,-114.4361,10
333, 11eeb28864b8e7c049ac4520cbc3e46f,George Bell Arena,43.668,-79.4515,10
334, 11eeb3006b4a7e006efedebfcfbc05a6,Pikangikum Arena,50.2407,-90.2024,10
335, 11eeb54b77650d70675b191aabb07016,Aréna de Blainville,45.6488,-73.8466,10
336, 11eeb56daca41040845d6228157d3382,Aréna Saint-Basile,47.3516,-68.2208,10
337, 11eeb59445a01390d6897a81c9d52988,Aréna Joannie Rochette,46.104,-73.256,10
338, 11eeb59533fa2490cb0eea7cfc60948d,Centre sportif de Delson,45.4024,-73.5376,10
339, 11eeb5a1cd296bb0e8c8bbd3e6600f24,Carrot River Community Centre,53.1325,-104.6719,10
340, 11eeb623adbc666014ba5067b3fe3412,Terrace Bay Recreation Center,50.139,-89.0561,10
341, 11eeb640c6645390fbf902294a492261,Oakridge Arena,42.9899,-81.2607,10
342, 11eeb651016c8740e5cae390400d96ad,Mossbank Curling & Skating Rink,50.1971,-105.8481,10
343, 11eeb65d99db649054a3f0da8cbd3e01,Wasaga Beach Arena,44.5208,-80.0162,10
344, 11eeb670ed07873046dcf3d4114b1272,North Shore Recreation Ctr,45.5808,-62.1969,10
345, 11eeb6724cb0184058d25757fdc0d9a8,New Waterford & District community centre,46.2295,-60.0941,10
346, 11eeb6e6618e40b09f29aa2978d3bcf2,Aréna Régionale De Huntingdon,45.0131,-74.1744,10
347, 11eeb6ebeb1d2670e9e32e47e1999ce5,Millview Arena,53.9225,-111.0585,10
348, 11eeb6f183028ca0c3cf99e481aa99cb,Blackstock Recreation Complex,44.0286,-79.0015,10
349, 11eeb6f26e476e601a124e2f95bc1bda,West Orillia Sports Complex Rotary Place Arena,44.6039,-79.4126,10
350, 11eeb6f2a4ce04d01fe8b9c5aa7133d7,Caledon East Community Complex,43.7467,-79.8304,10
351, 11eeb6f7a830506070ca295f437ef668,Markham Village Arena,43.8605,-79.3279,10
352, 11eeb6fa1b156410087507e72185ecf2,Ken Houston Memorial Agricultural Centre,42.5323,-81.7991,10
353, 11eeb7071c1116407edf40c176b6d772,Georgina Sutton Arena Hall,44.2406,-79.357,10
354, 11eeb7086b681a305cb3e9d4a7b30d33,Belmont Arena,42.8188,-81.6437,10
355, 11eeb71c094c59b093133e38a63b3cee,Gemini Sportsplex,42.9625,-81.6081,10
356, 11eeb71cf13d0760a66835df1c7549c0,Lakefield-Smith Community Centre,44.8324,-77.9302,10
357, 11eeb72a528fa880e8261ff66ad861c8,Aréna André Lacroix,46.8207,-71.1787,10
358, 11eeb736fd193a30466fce772d5d392a,Quesnel Arenas,52.9692,-122.5057,10
359, 11eeb74bfa1367b0acd57a22cc38304e,High level  Arena,56.6598,-117.2896,10
360, 11eeb799e7e2e4f053fdaa2a1cfd249b,Rainy River Arena,48.7778,-93.962,10
361, 11eeb79eb91104408b734021d55645b8,Complexe Walter-Buswell (arénas),45.5321,-73.894,10
362, 11eeb7cab1df1cd0d39840581fd0bd14,Claude Parrish Memorial Arena,55.2046,-129.0828,10
363, 11eeb811e77abec0d376be1d037cad9c,Chilliwack Coliseum,49.1551,-121.9459,10
364, 11eeb87600b270903cd02d4535951968,Tricenturena Waterford Arena,43.0986,-80.5633,10
365, 11eeb87daa080860aeccca5fbc961313,Father Pierre Rigaud Arena,64.062,-139.4351,10
366, 11eeb8aa348274e080ff99b226c2e4c4,Julie McArthur Centre,44.5519,-80.9385,10
367, 11eeb8d243ff45b0f04c4bceda856b40,Aréna de St-Romuald,46.7933,-71.1885,10
368, 11eeb9393a5a3990edc2375f5e79a285,Mimico Arena,43.6305,-79.4762,10
369, 11eeb956f86fb320c8bada66ac72778b,Aréna Nicol Auto,48.8131,-79.2026,10
370, 11eeb9a3ab92b370040aac077579c6ca,Westland Arena,51.202,-102.457,10
371, 11eeba08415f18800d253df23f1f026d,Mike Rodden Arena,45.8738,-79.8846,10
372, 11eeba7096406490e0c8f6f9cbd38598,Sexsmith Arena,56.6598,-117.2896,10
373, 11eebaea5c2e5d00e328dd2a8a05be9f,Winfield Arena,50.0734,-119.4444,10
374, 11eebaec0eb07e80cae6fb8a431cd169,Labrador City Arena,52.9348,-66.9145,10
375, 11eebb9d00c3de00aa3d8792c46bbf85,Paradise Double Ice Complex,47.5363,-52.8389,10
376, 11eebba05bec052037b220c8deafd144,Argyle Arena,42.9927,-81.1686,10
377, 11eebbe6e59874707763be3a204a6348,Eastern Shore Community Centre,45.1458,-61.8108,10
378, 11eebd83b21b67d03ca471691ca5d68a,Aréna Cité-des-Jeunes,45.4042,-74.034,10
379, 11eebe39281e6d00558a9fbf2b7adc7b,Parrsboro Lions Arena,45.3317,-64.7596,10
380, 11eebe4c7e71c040e35e89039ac913c1,Rose valley recreation rink,53.1325,-104.6719,10
381, 11eebef564c39bb0078e93df6f7d917e,Northern Lights Rec Centre,56.6598,-117.2896,10
382, 11eebfb9a02cf56009ef870953e642d5,Collingwood Eddie Bush Memorial Arena,44.5029,-80.2176,10
383, 11eec0d7899d40b0fcad622892946ad7,Scotiabank Arena,43.6441,-79.3801,10
384, 11eec12a06e7b620a0fdccbefb2c41a7,Randy Rosen Rink,53.519,-113.3216,10
385, 11eec205a1eef0808ac933197c28f4d1,Fuller Lake Arena,49.2818,-126.0627,10
386, 11eec3bfda1f2c70837597f5ad001b03,marcel Larocque,45.3167,-73.2338,10
387, 11eec55b3394a720999efa711c992ad9,Bonavista Cabot Stadium,48.3464,-53.9646,10
388, 11eec57426e4c870eb216f94ca104f3a,East Ferris Community Centre & Arena,45.8738,-79.8846,10
389, 11eec88de43a162098ae9982a46adbf1,Deline Arena,62.4043,-110.7417,10
390, 11eeca881360ad5011644285716a8357,A.J. LaRue Arena,44.438,-78.6828,10
391, 11eeca88b866c5505458f178cecd966f,Strathcona Paper Centre,44.2538,-76.943,10
392, 11eecb4379c931a0e4b8e66779a7e893,Vollmer Center,42.247,-83.1,10
393, 11eeccfb000eeda0d207d2746ef140c4,Chipman Centenial Arena,46.1655,-65.872,10
394, 11eecdb98eb11d80e2369ccd34711859,Clay Martin,53.0635,-112.3067,10
395, 11efcb093624cba0f555c1bdfbf89654,Maitland Recreation Centre,43.7347,-81.7105,10
396, 11efcb0960168ed03ffaa9cdc47c678e,Shallow Lake & District Community Centre,44.3483,-80.914,10
397, 11efcb736c5daa1093d114c0a1608b12,Bowness Community Association,51.0809,-114.1616,10
398, 11efcbda87838ff02653a311a143081c,Canmore Recreation Centre,51.0868,-115.3384,10
399, 11efcc53dede7ed0e93318921e3c350f,Ray Friel Recreation Complex,45.4769,-75.4835,10
400, 11efcc9da7e6b0608bdeb44c630b7e3d,East Hants Sportsplex,44.9775,-63.4209,10
401, 11efcca107e517b02053683fee5a6f67,Loisirs de Saint-Edouard-de-Frampton Inc,46.9055,-70.7456,10
402, 11efccaa118a2ef0e4dcec97ec9ae358,Centre sportif de Buckingham,45.599,-75.4206,10
403, 11efcd2a7d7513c0b45a31225f6c2a02,Barrhead Arena,54.1136,-114.3932,10
404, 11efcd56e825fd2043bd1b109c424b7f,Teulon-Rockwood Arena,50.7011,-97.1462,10
405, 11efcd76d047b4d0db04d70f1eecd294,Lanark Community Centre,45.0113,-75.6459,10
406, 11efcd8bbb6cc2708e72ee5d631dfc86,Ke-Na-Now Centre,55.8244,-98.8348,10
407, 11efce060d47a72001e20085d7c0a7e3,Aréna P E Lefebvre,45.242,-72.0177,10
408, 11efce23a2186660a1769309826d249f,Chesley Arena,43.8567,-81.4023,10
409, 11efce2988836c303600aec9c5ea88db,Hagersville Memorial Arena,42.9466,-79.8509,10
410, 11efce6e0a68a7d0775885f69e3af9ab,Foxwarren Arena,50.7774,-99.5546,10
411, 11efce93c97950a0cadf09819cc658d6,Centre sportif André Dubé,48.4606,-78.1936,10
412, 11efcecd5c43cee0a9cef9a61cb05021,BCN arena ,55.8244,-98.8348,10
413, 11efcf13e67d6300d6e8a0b897f8e2a5,Inverness Arena,45.5148,-60.966,10
414, 11efd04f21d9cb50f6f17d9ceccd2178,St-Ubalde Arena,46.8524,-72.0259,10
415, 11efd0a2c9b534b041c9b82b5946caf0,Vern Miller Memorial Arena,48.1346,-80.0769,10
416, 11efd16824c7e9e01e10b4214c4c841f,West Kelowna Hockey Centre,49.88,-119.5355,10
417, 11efd2c87166f6402dc14d23fb6d2f99,Wilmot Recreation Complex ,43.4161,-80.688,10
418, 11efd2d6c51cd490235fd715b4ae47a6,Aréna Richard Trottier,45.5917,-73.8293,10
419, 11efd3d9041ce060086654d153bf419a,La Glace Arena,56.6598,-117.2896,10
420, 11efd42227900060b1a514c4f5608003,Centre récréatif Norman-Boisvert,45.6999,-72.0033,10
421, 11efd42bb86bf5e0ee783b1aab70a5bf,Keswick Valley Arena,46.12,-66.9477,10
422, 11efd46f7640a0a0b46d403ec36e2fb1,Polar Center,51.2327,-56.7969,10
423, 11efd56a1ffdef80a5e3372c287a2048,Paradise Hill,54.2836,-109.2415,10
424, 11efd8e15505cf20242e48edeac44fba,North Huron Wescast Community Center,43.8567,-81.4023,10
425, 11efd99634f83be054935b113094419e,Viscount Arena,52.807,-105.3626,10
426, 11efda51c2edb860efd85626d3cda08e,A.J.M. Davies Arena,51.3669,-105.9973,10
427, 11efdec546843dd01ce10e5481201e30, Gilbert McDonald Arena,55.8244,-98.8348,10
428, 11efe0f1c68b1ac0c9998c715f0bd84d,Pavillon des Sports,47.4822,-79.2102,10
429, 11efe2575661b210432615ede1c0d2b6,Katelyn Osmond Arena,47.3597,-54.8984,10
430, 11efe269e00a9c9065e3946223553db9,Redvers Recreation Centre,49.1895,-104.4374,10
431, 11efe424431eeaf05331a9a3959638f9,Macdonald,45.418,-73.9515,10
432, 11efe4429bee87d0020b9fe1edb08247,Jubilee Recreation Centre,53.6916,-113.2286,10
433, 11efe72cf4593900d41c1e636a6d3e81,Baysville Ice Skating Rink,45.1103,-79.158,10
434, 11efe76d5380667004f9ecb0fc02e092,Beeton Community Memorial Arena,44.1595,-79.8733,10
435, 11eeb6f4cb2d4080ab82f44796122138,Gaukel Memorial Community Centre,43.0986,-80.5633,9
436, 11eeba63ba1040a0b521caffe626400a,Al Palladini Community Centre,43.7886,-79.5919,9
437, 11eec7a01e4e59500d1d0945dab7e5c6,Gore Bay Arena,46.0182,-82.2507,9
438, 11E9F686BC088AB681807B23EA662A63,Tumbler Ridge Community Centre,55.1255204,-121.001229,6
439, 11eeb60888661890cecb30db6e8abdb4,Tri-County Complex,45.5281,-66.511,6
440, 11E9F686BB8BF96081807B23EA662A63,Benson Centre,45.01840959999999,-74.75027510000001,4
441, 11eeb3d43b205f409cdccea1d1502b24,Leon's center,44.2274,-76.5134,4
442, 11eec8320b3a3c7096785282e68e4fbb,Blind River Community Centre,46.1849,-82.8228,4
443, 11E9F686BBFBA8DC81807B23EA662A63,Stanley Agrena,46.2829614,-66.7437947,3
444, 11ed8b1f23b75d60d67d4601a9fe2be9,Old perlican arena,47.0073,-52.9589,3
445, 11eeb59a23890f40d22d1bc5a7e5d36d,Vic Johnston Community Centre,43.5747,-79.7278,3
446, 11eec0b24c285f500aab7ebbe81e984e,Lac du Bonnet Arena,50.4275,-95.3439,3
447, 11efd218ab893a00502317dc880a6b4f,Bruno Skating Rink,52.807,-105.3626,3
448, 11E9F686BB78FE8C81807B23EA662A63,Allman Memorial Arena,43.3741972,-80.9760343,2
449, 11E9F686BB760D4E81807B23EA662A63,access event centre,49.1977568,-98.0950412,1
450, 11E9F686BB7DCB5681807B23EA662A63,Aréna de Magog,45.263567,-72.130195,1
451, 11E9F686BB9254E081807B23EA662A63,Bridgetown & District Memorial Arena,44.8426351,-65.2872086,1
452, 11E9F686BB9AD16A81807B23EA662A63,Centre 200,46.1373455,-60.1902615,1
453, 11E9F686BBA0815A81807B23EA662A63,Centre sportif régional de Contrecoeur,45.855691,-73.2262158,1
454, 11eeb6de3636cca0b99fa9b5459444b0,Cape Breton County Arena,46.1224,-60.2236,1
455, 11eeb6f2dfe6f4a0c503657a03e538c7,Essa Arena,44.1476,-79.872,1
456, 11eeb8120a12f24070514bf9b3f083df,Ron Ebbesen Twin Arena,51.2733,-113.9909,1
457, 11eeb97b27ba97c06a350f7c35d030ee,Comox Valley sports Centre,49.686,-125.0191,1
458, 11eec0588326b0b0fcc17b99a01e1806,Glacier Arena,47.5203,-52.7789,1
459, 11eecb9b72bb9710c7da716c8c4ca5d5,Complexe Sportif Robert Hartley,45.6101,-74.6085,1
460, 11efd1f0ae27b9d0b8f42a3584c3bb1d,Arena Pierre Craemer ,45.5569,-73.748,1
461, 11E9F686BB75444081807B23EA662A63,centre sportive arthure qouqouchi,47.904145,-73.7889639,0
462, 11E9F686BB7574EC81807B23EA662A63,5 Corners,49.0484617,-122.29402019999998,0
463, 11E9F686BB75B26881807B23EA662A63,Abbeydale Park Rink,51.0596791,-113.9319906,0
464, 11E9F686BB763F3A81807B23EA662A63,Adams Ice Centre,49.7120634,-112.8220823,0
465, 11E9F686BB76586281807B23EA662A63,Ade Theriault Arena,47.0410789,-64.9786736,0
466, 11E9F686BB76A72281807B23EA662A63,Agincourt Recreation Centre,43.7890593,-79.2751953,0
467, 11E9F686BB76B45681807B23EA662A63,Agrena,53.5472703,-113.8977253,0
468, 11E9F686BB76FBB481807B23EA662A63,Akasaka Recreation Centre,53.8864557,-119.1267909,0
469, 11E9F686BB772DF081807B23EA662A63,Alameda Community Rink,49.2649421,-102.28163169999999,0
470, 11E9F686BB784F6E81807B23EA662A63,Alix Arena,52.4010403,-113.1936362,0
471, 11E9F686BB79FF3081807B23EA662A63,Antigonish Arena,45.616543,-62.002241,0
472, 11E9F686BB7AA54881807B23EA662A63,Archie Browning Sports Centre,48.429981,-123.4136593,0
473, 11E9F686BB7B65BE81807B23EA662A63,Aréna Adé Theriault,47.0553359,-65.0885729,0
474, 11E9F686BB7B727A81807B23EA662A63,Aréna Ahuntsic-Cartierville,45.5572098,-73.6642379,0
475, 11E9F686BB7BA23681807B23EA662A63,Aréna Bardy,46.8440016,-71.222795,0
476, 11E9F686BB7BD2C481807B23EA662A63,Aréna Bourget,45.4715604,-74.3084925,0
477, 11E9F686BB7BECDC81807B23EA662A63,Aréna Camillien-Houde,45.519819,-73.559675,0
478, 11E9F686BB7C7E7C81807B23EA662A63,Aréna Cynthia-Coull,45.49239,-73.4898229,0
479, 11E9F686BB7C956A81807B23EA662A63,Arena Daniel Demers,52.796026,-67.0877679,0
480, 11E9F686BB7CC01C81807B23EA662A63,Aréna de Bécancour,46.3487819,-72.4342883,0
481, 11E9F686BB7D122481807B23EA662A63,Arena de Cap-Pelé,46.2174033,-64.2719909,0
482, 11E9F686BB7D1BFC81807B23EA662A63,Aréna de Chibougamau,49.9161266,-74.3716452,0
483, 11E9F686BB7D921281807B23EA662A63,Aréna de Lachenaie,45.7107523,-73.6222822,0
484, 11E9F686BB7DF61C81807B23EA662A63,Aréna de Montmagny,46.9836444,-70.5631523,0
485, 11E9F686BB7E3B5481807B23EA662A63,Aréna de Plessisville,46.217963,-71.78825210000002,0
486, 11E9F686BB7F266881807B23EA662A63,Aréna de Saint-Romuald,46.770992,-71.299606,0
487, 11E9F686BB7FE90481807B23EA662A63,Arena Denis Perron,50.243284,-63.5997119,0
488, 11E9F686BB7FECE281807B23EA662A63,Aréna des +les,47.7990671,-64.647924,0
489, 11E9F686BB806EB081807B23EA662A63,Aréna Fort Coulnge,45.8348362,-76.7414734,0
490, 11E9F686BB80EB0681807B23EA662A63,Aréna Gérard Couillard,45.1349561,-71.7995091,0
491, 11E9F686BB814B8281807B23EA662A63,Aréna Guy Nadeau,45.4128497,-73.0130054,0
492, 11E9F686BB814EC081807B23EA662A63,Aréna Guy-Lafleur,45.6009635,-75.2438465,0
493, 11E9F686BB817FB281807B23EA662A63,Aréna Ivan-Dugré,45.3884051,-71.90673529999998,0
494, 11E9F686BB8257F281807B23EA662A63,Aréna Jérôme-Cotnoir,46.3408907,-72.5900861,0
495, 11E9F686BB8347D481807B23EA662A63,Aréna Marcel-Claveau,48.5563246,-71.3143558,0
496, 11E9F686BB836ADE81807B23EA662A63,Aréna Marcel-Larocque,45.293816,-73.2328841,0
497, 11E9F686BB8429CE81807B23EA662A63,Aréna Mike-Bossy,45.6270979,-73.75969,0
498, 11E9F686BB85245081807B23EA662A63,Aréna régional de St-Pierre-les-Becquets,46.4961877,-72.1922671,0
499, 11E9F686BB85B20881807B23EA662A63,Aréna Roch-Lasalle,45.9693886,-73.4748057,0
500, 11E9F686BB85C1D081807B23EA662A63,Arena Rodrigue Gilbert,45.6519224,-73.49982590000002,0
501, 11E9F686BB85FD5881807B23EA662A63,Arena Saint-Arthur,47.1630644,-67.9260528,0
502, 11E9F686BB8650A081807B23EA662A63,Aréna Salaberry,45.2509768,-74.1289477,0
503, 11E9F686BB86CD0A81807B23EA662A63,Aréna Stéphane Richer,45.7251809,-75.0467511,0
504, 11E9F686BB87C00C81807B23EA662A63,Asphodel-Norwood Community Centre,44.3799276,-77.9689201,0
505, 11E9F686BB88984C81807B23EA662A63,Ayr Farmer's Mutual Insurance Arena (NORTH DUMFRIES COMMUNITY COMPLEX),43.3015977,-80.4622006,0
506, 11E9F686BB89CDD481807B23EA662A63,Barrington Municipal Arena,43.536124,-65.597626,0
507, 11E9F686BB8B3B4281807B23EA662A63,Beechy Community Rink,50.877454,-107.3835596,0
508, 11E9F686BB8C025C81807B23EA662A63,Bentley Arena,52.4677497,-114.0501558,0
509, 11E9F686BB8C6E9A81807B23EA662A63,Beverly Community Centre,43.298527,-80.1113639,0
510, 11E9F686BB8D16F681807B23EA662A63,Bill Burgoyne Arena,43.1888623,-79.2573971,0
511, 11E9F686BB8E7F9681807B23EA662A63,Blackfalds Arena,52.3826584,-113.7972382,0
512, 11E9F686BB8F397C81807B23EA662A63,Bob Fallis Sports Centre,44.1156809,-79.6030866,0
513, 11E9F686BB909C6881807B23EA662A63,Bowden igloo,51.9319799,-114.0308766,0
514, 11E9F686BB92CE3481807B23EA662A63,Brockville Memorial Centre,44.6098817,-75.6998777,0
515, 11E9F686BB93158881807B23EA662A63,Brooklyn Arena,45.013094,-64.012234,0
516, 11E9F686BB94AD4E81807B23EA662A63,Byron Dobson Arena,46.0634717,-64.8187422,0
517, 11E9F686BB94B9E281807B23EA662A63,CAA Arena,44.18804109999999,-77.38359359999998,0
518, 11E9F686BB95B74881807B23EA662A63,Campbellford-Seymour Community Centre,44.3090566,-77.7974197,0
519, 11E9F686BB95D5D481807B23EA662A63,Canada Games Complex,46.1685062,-60.0919211,0
520, 11E9F686BB9701A281807B23EA662A63,Cannington Community Arena,44.3484719,-79.0334571,0
521, 11E9F686BB98E0D081807B23EA662A63,Castlegar & District Community Complex,49.294347,-117.649729,0
522, 11E9F686BB9988C881807B23EA662A63,Centennial Arena,46.3922632,-82.6571471,0
523, 11E9F686BB99E11081807B23EA662A63,Centennial Ice Galaxy,43.7748731,-79.2367447,0
524, 11E9F686BB9AD7E681807B23EA662A63,Centre Air Creebec et Aréna Kiwanis,48.1051373,-77.7848798,0
525, 11E9F686BB9B5D4281807B23EA662A63,Centre Communautaire Shawville,45.6111931,-76.4901745,0
526, 11E9F686BB9B791C81807B23EA662A63,Centre des loisirs de Maniwaki,46.3775653,-75.977481,0
527, 11E9F686BB9B8DC681807B23EA662A63,Centre Dufferin Recreation Complex,44.0869396,-80.2035776,0
528, 11E9F686BB9BA91481807B23EA662A63,Centre E.& P. Sénéchal,47.050271,-67.7699311,0
529, 11E9F686BB9C24A281807B23EA662A63,Centre Marcel Dionne,45.8830192,-72.4925225,0
530, 11E9F686BB9C64BC81807B23EA662A63,Centre P.E LeFebvre,45.66607,-72.146265,0
531, 11E9F686BB9D6A1081807B23EA662A63,Centre récréatif Luc-Germain de Gaspé,48.8325864,-64.4826552,0
532, 11E9F686BB9DE71A81807B23EA662A63,Centre sportif Bellechasse-Dorchester,46.6065745,-70.8590535,0
533, 11E9F686BB9FA2F881807B23EA662A63,Centre Sportif John Lapointe,48.10156749999999,-65.67943889999998,0
534, 11E9F686BB9FB0C281807B23EA662A63,Centre sportif Lacroix-Dutil,46.123623,-70.6808578,0
535, 11E9F686BBA033F881807B23EA662A63,Centre Sportif Mercier,45.3125878,-73.746339,0
536, 11E9F686BBA0A33881807B23EA662A63,Centre sportif régional des Copains,45.2489238,-73.7970757,0
537, 11E9F686BBA0CD7C81807B23EA662A63,Centre sportif Robert-Rochon,45.4342675,-75.724828,0
538, 11E9F686BBA12E7081807B23EA662A63,Centre Ushteshimau (Grand Frère),48.941997,-68.6433319,0
539, 11E9F686BBA20BA681807B23EA662A63,Chatham Memorial Arena,42.3900636,-82.175487,0
540, 11E9F686BBA2E06C81807B23EA662A63,Chicoutimi Arena Du Plateau,48.4470165,-71.07780930000001,0
541, 11E9F686BBA39CA081807B23EA662A63,Churchbridge & Community Centennial Arena,50.8988689,-101.8957149,0
542, 11E9F686BBA47FC681807B23EA662A63,Clancy Richard Arena,53.9897923,-111.3075029,0
543, 11E9F686BBA5607681807B23EA662A63,Clive Arena,52.4778076,-113.4486372,0
544, 11E9F686BBA575A281807B23EA662A63,CLOVERDALE  Arena,49.113243,-122.734163,0
545, 11E9F686BBA5F18081807B23EA662A63,Cocagne Arena,46.335736,-64.6266138,0
546, 11E9F686BBA5F87481807B23EA662A63,Cochrane Arena,51.1987837,-114.4728881,0
547, 11E9F686BBA60DF081807B23EA662A63,Colchester Legion Stadium,45.3696617,-63.2794692,0
548, 11E9F686BBA6443281807B23EA662A63,Colisée Cardin,46.0399637,-73.1039834,0
549, 11E9F686BBA646C681807B23EA662A63,Colisée de Guigues,47.4681003,-79.4378175,0
