Date, Arena, Type, Raw Points, Points
2025/02/04,Arborg & District Arena,photo,898,997
2025/02/04,Redvers rec centre,story,351,704
2025/02/04,Aréna Saint-Boniface,story,2105,5644
2025/02/04,Redvers rec centre,story,361,720
2025/02/04,Fox Valley Skating Arena,story,469,1139
2025/02/04,Kaetlyn Osmond Arena,story,1496,2947
2025/02/04,Arborg & District Arena,photo,901,1000
2025/02/04,Trout Creek Community Centre,story,7001,37925
2025/02/04,Trout Creek Community Centre,note,7002,37926
2025/02/04,Aréna Saint-Boniface,photo,2108,5652
2025/02/04,Aréna Saint-Boniface,photo,2111,5662
2025/02/04,Aréna Saint-Boniface,photo,2114,5670
2025/02/04,Aréna Saint-Boniface,photo,2117,5677
2025/02/04,Aréna Saint-Boniface,photo,2120,5690
2025/02/04,Redvers rec centre,story,371,735
2025/02/04,Aréna Saint-Boniface,note,2121,5691
2025/02/04,Redvers rec centre,story,381,751
2025/02/04,Redvers rec centre,note,382,752
2025/02/04,Trout Creek Community Centre,photo,7005,37933
2025/02/04,Fox Valley Skating Arena,story,479,1158
2025/02/04,Trout Creek Community Centre,photo,7008,37940
2025/02/04,Trout Creek Community Centre,photo,7011,37947
2025/02/04,Honeywood Arena,story,3816,10517
2025/02/04,Trout Creek Community Centre,photo,7014,37954
2025/02/04,Trout Creek Community Centre,photo,7017,37960
2025/02/04,Redvers rec centre,note,383,753
2025/02/04,Redvers rec centre,note,384,754
2025/02/04,Redvers rec centre,note,385,755
2025/02/04,John Levi Community Centre,photo,47,72
2025/02/04,John Levi Community Centre,photo,50,77
2025/02/04,Redvers rec centre,story,395,770
2025/02/04,La Glace Recreation Centre,story,484,626
2025/02/04,La Glace Recreation Centre,note,485,627
2025/02/04,John Levi Community Centre,photo,53,81
2025/02/04,Trout Creek Community Centre,story,7027,37988
2025/02/04,Trout Creek Community Centre,photo,7030,37995
2025/02/04,Trout Creek Community Centre,photo,7033,38003
2025/02/04,Honeywood Arena,photo,3819,10525
2025/02/04,Trout Creek Community Centre,photo,7036,38010
2025/02/04,Trout Creek Community Centre,photo,7039,38017
2025/02/04,Trout Creek Community Centre,photo,7042,38024
2025/02/04,Trout Creek Community Centre,note,7043,38025
2025/02/04,Fox Valley Skating Arena,story,489,1177
2025/02/04,Honeywood Arena,note,3820,10526
2025/02/04,North Peace Arena,photo,318,463
2025/02/04,John Levi Community Centre,photo,56,87
2025/02/04,Centre Sportif Normandin,note,629,995
2025/02/04,Irma Arena,photo,13,14
2025/02/04,Trout Creek Community Centre,story,7053,38053
2025/02/04,Trout Creek Community Centre,photo,7056,38060
2025/02/04,Redvers rec centre,photo,398,778
2025/02/04,Trout Creek Community Centre,photo,7059,38067
2025/02/04,John Levi Community Centre,photo,59,93
2025/02/04,Sackville Arena (LDRA),story,7385,23258
2025/02/04,Trout Creek Community Centre,photo,7062,38074
2025/02/04,Redvers rec centre,photo,401,787
2025/02/04,Trout Creek Community Centre,photo,7065,38081
2025/02/04,Trout Creek Community Centre,photo,7068,38089
2025/02/04,Trout Creek Community Centre,note,7069,38090
2025/02/04,Irma Arena,photo,16,17
2025/02/04,Irma Arena,photo,19,20
2025/02/04,Irma Arena,photo,22,23
2025/02/04,Irma Arena,photo,25,26
2025/02/04,Trout Creek Community Centre,photo,7072,38098
2025/02/04,Don Cruickshank Memorial Arena,photo,145,390
2025/02/04,Trout Creek Community Centre,story,7082,38125
2025/02/04,Trout Creek Community Centre,photo,7085,38132
2025/02/04,Trout Creek Community Centre,photo,7088,38139
2025/02/04,Springdale Stadium and Curling Club,photo,247,360
2025/02/04,Trout Creek Community Centre,photo,7091,38146
2025/02/04,Trout Creek Community Centre,photo,7094,38153
2025/02/04,Trout Creek Community Centre,photo,7097,38160
2025/02/04,Middleton District Arena,note,2231,6509
2025/02/04,Trout Creek Community Centre,note,7098,38161
2025/02/04,River Valley Civic Centre,photo,47,67
2025/02/04,River Valley Civic Centre,note,48,68
2025/02/04,Springdale Stadium and Curling Club,photo,250,365
2025/02/04,Aréna Saint-Boniface,photo,2124,5701
2025/02/04,Jus Jordan Arena,photo,112,116
2025/02/04,Aréna Saint-Boniface,note,2125,5702
2025/02/04,Trout Creek Community Centre,story,7108,38189
2025/02/04,Trout Creek Community Centre,photo,7111,38196
2025/02/04,Trout Creek Community Centre,photo,7114,38203
2025/02/04,Trout Creek Community Centre,photo,7117,38210
2025/02/04,Trout Creek Community Centre,photo,7120,38216
2025/02/04,Trout Creek Community Centre,note,7121,38217
2025/02/04,Honeywood Arena,story,3830,10550
2025/02/04,Trout Creek Community Centre,note,7122,38218
2025/02/04,Marmora Arena,story,21,37
2025/02/04,Trout Creek Community Centre,photo,7125,38225
2025/02/04,Aréna Saint-Boniface,story,2135,5721
2025/02/04,Marmora Arena,photo,24,46
2025/02/04,Rolling Hills Arena,note,533,1131
2025/02/04,Aréna Saint-Boniface,note,2136,5722
2025/02/04,Trout Creek Community Centre,story,7135,38253
2025/02/04,Trout Creek Community Centre,photo,7138,38260
2025/02/04,Trout Creek Community Centre,photo,7141,38267
2025/02/04,Trout Creek Community Centre,photo,7144,38274
2025/02/04,Trout Creek Community Centre,photo,7147,38281
2025/02/04,Trout Creek Community Centre,photo,7150,38288
2025/02/04,Trout Creek Community Centre,note,7151,38289
2025/02/04,Fox Valley Skating Arena,story,499,1197
2025/02/04,Fox Valley Skating Arena,photo,502,1205
2025/02/04,River Valley Civic Centre,note,49,69
2025/02/04,River Valley Civic Centre,photo,52,74
2025/02/04,Trout Creek Community Centre,story,7161,38316
2025/02/04,Trout Creek Community Centre,photo,7164,38323
2025/02/04,Honeywood Arena,note,3831,10551
2025/02/04,Trout Creek Community Centre,photo,7167,38330
2025/02/04,Honeywood Arena,photo,3834,10558
2025/02/04,Honeywood Arena,photo,3837,10562
2025/02/04,Honeywood Arena,photo,3840,10570
2025/02/04,Honeywood Arena,photo,3843,10575
2025/02/04,Honeywood Arena,photo,3846,10581
2025/02/04,Trout Creek Community Centre,photo,7170,38337
2025/02/04,Trout Creek Community Centre,photo,7173,38344
2025/02/04,Trout Creek Community Centre,note,7174,38345
2025/02/04,Honeywood Arena,photo,3849,10588
2025/02/04,Honeywood Arena,photo,3852,10594
2025/02/04,Redvers rec centre,photo,404,790
2025/02/04,Honeywood Arena,photo,3855,10599
2025/02/04,Aréna Saint-Boniface,story,2146,5738
2025/02/04,Honeywood Arena,photo,3858,10605
2025/02/04,Honeywood Arena,photo,3861,10612
2025/02/04,Redvers rec centre,photo,407,793
2025/02/04,Honeywood Arena,note,3862,10613
2025/02/04,Redvers rec centre,photo,410,796
2025/02/04,Aréna Saint-Boniface,photo,2149,5746
2025/02/04,Redvers rec centre,note,411,797
2025/02/04,Pete Knight Arena,story,2059,9215
2025/02/04,Centre Sportif Charles-Edouard-Boucher,story,719,738
2025/02/04,Honeywood Arena,story,3872,10638
2025/02/04,Irma Arena,photo,28,29
2025/02/04,Honeywood Arena,photo,3875,10644
2025/02/04,John Levi Community Centre,photo,62,99
2025/02/04,Pete Knight Arena,story,2069,9254
2025/02/04,John Levi Community Centre,photo,65,103
2025/02/04,Aréna Saint-Boniface,story,2159,5765
2025/02/04,Honeywood Arena,story,3885,10668
2025/02/04,Aréna Saint-Boniface,story,2169,5783
2025/02/04,Aréna Saint-Boniface,photo,2172,5794
2025/02/04,Aréna Saint-Boniface,note,2173,5795
2025/02/04,Fox Valley Skating Arena,story,512,1222
2025/02/04,Big River Arena,story,613,1536
2025/02/04,Fox Valley Skating Arena,photo,515,1228
2025/02/04,Fox Valley Skating Arena,photo,518,1236
2025/02/04,Centre sportif de Métabetchouan,note,23,23
2025/02/04,Fox Valley Skating Arena,photo,521,1244
2025/02/04,Trout Creek Community Centre,photo,7177,38352
2025/02/04,Kaetlyn Osmond Arena,story,1506,2964
2025/02/04,Irma Arena,photo,31,32
2025/02/04,High level  Arena,story,10,10
2025/02/04,Bashaw Arena,photo,3065,11866
2025/02/04,Bashaw Arena,photo,3068,11880
2025/02/04,Aréna Saint-Boniface,note,2174,5796
2025/02/04,Bashaw Arena,photo,3071,11894
2025/02/04,Rolling Hills Arena,story,543,1154
2025/02/04,Irma Arena,story,41,43
2025/02/04,Bashaw Arena,story,3081,11949
2025/02/04,Aréna Saint-Boniface,story,2184,5814
2025/02/04,Aréna Saint-Boniface,photo,2187,5826
2025/02/04,Aréna Saint-Boniface,photo,2190,5836
2025/02/04,Pete Knight Arena,note,2070,9255
2025/02/04,Aréna Saint-Boniface,photo,2193,5847
2025/02/04,Aréna Saint-Boniface,photo,2196,5861
2025/02/04,Aréna Saint-Boniface,photo,2199,5871
2025/02/04,Trout Creek Community Centre,story,7187,38378
2025/02/04,Trout Creek Community Centre,photo,7190,38385
2025/02/04,Marmora Arena,note,25,47
2025/02/04,Trout Creek Community Centre,photo,7193,38392
2025/02/04,Kaetlyn Osmond Arena,story,1516,2980
2025/02/04,Trout Creek Community Centre,photo,7196,38399
2025/02/04,Trout Creek Community Centre,photo,7199,38406
2025/02/04,Trout Creek Community Centre,note,7200,38407
2025/02/04,Irma Arena,photo,44,46
2025/02/04,Marmora Arena,photo,28,57
2025/02/04,Marmora Arena,photo,31,67
2025/02/04,Sangudo Arena,story,120,179
2025/02/04,Bashaw Arena,photo,3084,11958
2025/02/04,Trout Creek Community Centre,story,7210,38434
2025/02/04,Trout Creek Community Centre,photo,7213,38441
2025/02/04,Trout Creek Community Centre,photo,7216,38448
2025/02/04,Trout Creek Community Centre,photo,7219,38455
2025/02/04,Trout Creek Community Centre,photo,7222,38462
2025/02/04,Trout Creek Community Centre,note,7223,38463
2025/02/04,Marmora Arena,story,41,84
2025/02/04,John Levi Community Centre,photo,68,108
2025/02/04,Marmora Arena,note,42,85
2025/02/04,John Levi Community Centre,photo,71,113
2025/02/04,Honeywood Arena,story,3895,10695
2025/02/04,Bill Chaplin Arena,photo,19,54
2025/02/04,Bill Chaplin Arena,note,20,55
2025/02/04,Centre Sportif Normandin,story,639,1007
2025/02/04,Bill Chaplin Arena,photo,23,66
2025/02/04,Bill Chaplin Arena,photo,26,77
2025/02/04,Bill Chaplin Arena,note,27,78
2025/02/04,Trout Creek Community Centre,story,7233,38490
2025/02/04,Trout Creek Community Centre,photo,7236,38497
2025/02/04,Trout Creek Community Centre,photo,7239,38504
2025/02/04,Trout Creek Community Centre,photo,7242,38511
2025/02/04,Trout Creek Community Centre,photo,7245,38518
2025/02/04,Trout Creek Community Centre,photo,7248,38525
2025/02/04,Jim Ciccone Civic Centre,photo,105,143
2025/02/04,Trout Creek Community Centre,note,7249,38526
2025/02/04,Honeywood Arena,note,3896,10696
2025/02/04,Pete Knight Arena,photo,2073,9262
2025/02/04,Bashaw Arena,photo,3087,11971
2025/02/04,Bill Chaplin Arena,video,37,97
2025/02/04,Pete Knight Arena,photo,2076,9269
2025/02/04,Pete Knight Arena,photo,2079,9276
2025/02/04,Pete Knight Arena,photo,2082,9282
2025/02/04,Pete Knight Arena,photo,2085,9289
2025/02/04,Trout Creek Community Centre,story,7259,38553
2025/02/04,Trout Creek Community Centre,photo,7262,38560
2025/02/04,Trout Creek Community Centre,photo,7265,38567
2025/02/04,Trout Creek Community Centre,photo,7268,38574
2025/02/04,Trout Creek Community Centre,photo,7271,38581
2025/02/04,Trout Creek Community Centre,photo,7274,38588
2025/02/04,Trout Creek Community Centre,note,7275,38589
2025/02/04,Fox Valley Skating Arena,story,531,1263
2025/02/04,Tobique-Plex,story,10,10
2025/02/04,Honeywood Arena,photo,3899,10704
2025/02/04,Coldwater Arena,note,127,183
2025/02/04,Rolling Hills Arena,story,553,1176
2025/02/04,Trout Creek Community Centre,story,7285,38617
2025/02/04,Bashaw Arena,photo,3090,11982
2025/02/04,Trout Creek Community Centre,photo,7288,38624
2025/02/04,Trout Creek Community Centre,photo,7291,38632
2025/02/04,Trout Creek Community Centre,photo,7294,38640
2025/02/04,Trout Creek Community Centre,photo,7297,38648
2025/02/04,Pete Knight Arena,note,2086,9290
2025/02/04,Trout Creek Community Centre,photo,7300,38656
2025/02/04,Bashaw Arena,photo,3093,11992
2025/02/04,Trout Creek Community Centre,note,7301,38657
2025/02/04,Honeywood Arena,note,3900,10705
2025/02/04,Bashaw Arena,photo,3096,12002
2025/02/04,Fox Valley Skating Arena,story,541,1281
2025/02/04,Pete Knight Arena,story,2096,9335
2025/02/04,Bill Chaplin Arena,note,38,98
2025/02/04,Aréna Saint-Boniface,note,2200,5872
2025/02/04,Pete Knight Arena,story,2106,9373
2025/02/04,Pete Knight Arena,photo,2109,9380
2025/02/04,Pete Knight Arena,photo,2112,9387
2025/02/04,Pete Knight Arena,photo,2115,9395
2025/02/04,Pete Knight Arena,note,2116,9396
2025/02/04,West Orillia Sports Complex Rotary Place Arena,story,10,10
2025/02/04,Bashaw Arena,photo,3099,12015
2025/02/04,Trout Creek Community Centre,story,7311,38684
2025/02/04,Trout Creek Community Centre,photo,7314,38692
2025/02/04,Trout Creek Community Centre,photo,7317,38700
2025/02/04,Trout Creek Community Centre,photo,7320,38708
2025/02/04,Trout Creek Community Centre,photo,7323,38716
2025/02/04,Pete Knight Arena,photo,2119,9403
2025/02/04,Trout Creek Community Centre,note,7324,38717
2025/02/04,Pete Knight Arena,note,2120,9404
2025/02/04,Bashaw Arena,photo,3102,12028
2025/02/04,John Levi Community Centre,photo,74,119
2025/02/04,John Levi Community Centre,photo,77,124
2025/02/04,Aréna Saint-Boniface,story,2210,5894
2025/02/04,Aréna Saint-Boniface,photo,2213,5902
2025/02/04,Kaetlyn Osmond Arena,story,1526,2996
2025/02/04,Coldwater Arena,story,137,194
2025/02/04,Aréna Saint-Boniface,story,2223,5922
2025/02/04,Delburne AG Arena,story,20,55
2025/02/04,Delburne AG Arena,photo,23,72
2025/02/04,Trout Creek Community Centre,story,7334,38745
2025/02/04,Trout Creek Community Centre,photo,7337,38753
2025/02/04,Aréna Saint-Boniface,note,2224,5923
2025/02/04,Delburne AG Arena,photo,26,89
